,Genes,genes,E.genes,mean.all,mean.cl,log2.fc,p.adj
ENSG00000169895,SYAP1,SYAP1,ENSG00000169895,42.8906002,85.38365748,0.993298458,2.77E-05
ENSG00000169905,TOR1AIP2,TOR1AIP2,ENSG00000169905,48.76705056,89.39882948,0.874349221,0.000486695
ENSG00000169908,TM4SF1,TM4SF1,ENSG00000169908,180.2531115,532.579218,1.56297197,0
ENSG00000169919,GUSB,GUSB,ENSG00000169919,43.16931865,80.21893657,0.893936519,0.001086593
ENSG00000170017,ALCAM,ALCAM,ENSG00000170017,41.88392857,96.36490289,1.202111029,1.53E-09
ENSG00000170296,GABARAP,GABARAP,ENSG00000170296,62.28863925,121.6392304,0.965567633,8.99E-08
ENSG00000170312,CDK1,CDK1,ENSG00000170312,25.04807056,58.41449416,1.221626906,3.30E-05
ENSG00000170315,UBB,UBB,ENSG00000170315,516.0512491,785.0748688,0.605315896,0
ENSG00000170348,TMED10,TMED10,ENSG00000170348,67.50502666,192.8549834,1.514449586,0
ENSG00000170412,GPRC5C,GPRC5C,ENSG00000170412,20.79829514,47.34621009,1.186783673,0.001426495
ENSG00000170421,KRT8,KRT8,ENSG00000170421,385.6534064,1300.967196,1.754207825,0
ENSG00000170515,PA2G4,PA2G4,ENSG00000170515,56.04438238,141.0585818,1.331652763,0
ENSG00000170540,ARL6IP1,ARL6IP1,ENSG00000170540,111.5545085,215.0631789,0.947011719,0
ENSG00000170561,IRX2,IRX2,ENSG00000170561,25.52004178,55.22148062,1.11359888,0.000764476
ENSG00000170606,HSPA4,HSPA4,ENSG00000170606,45.74219455,97.7931481,1.096207803,8.25E-08
ENSG00000170759,KIF5B,KIF5B,ENSG00000170759,126.4210426,238.3828175,0.915043633,0
ENSG00000170779,CDCA4,CDCA4,ENSG00000170779,22.31361734,47.13761718,1.078954419,0.009661393
ENSG00000170786,SDR16C5,SDR16C5,ENSG00000170786,19.53753572,44.65729263,1.192647279,0.003480895
ENSG00000170921,TANC2,TANC2,ENSG00000170921,23.25187801,49.98112304,1.104036074,0.006032791
ENSG00000171105,INSR,INSR,ENSG00000171105,28.17877968,58.64983592,1.057517937,0.001642788
ENSG00000171298,GAA,GAA,ENSG00000171298,37.08545418,78.06979224,1.073910993,9.03E-06
ENSG00000171345,KRT19,KRT19,ENSG00000171345,264.984523,927.431433,1.807332526,0
ENSG00000171490,RSL1D1,RSL1D1,ENSG00000171490,55.40941749,99.27708021,0.841329486,0.000277558
ENSG00000171530,TBCA,TBCA,ENSG00000171530,73.22701992,131.711949,0.846938244,2.56E-06
ENSG00000171603,CLSTN1,CLSTN1,ENSG00000171603,33.14401679,74.20909826,1.16284762,1.85E-06
ENSG00000171617,ENC1,ENC1,ENSG00000171617,36.59649008,84.97563978,1.21534403,3.68E-08
ENSG00000171824,EXOSC10,EXOSC10,ENSG00000171824,22.74974831,51.04953683,1.166047287,0.00062403
ENSG00000171848,RRM2,RRM2,ENSG00000171848,51.42724259,146.5058018,1.510353091,0
ENSG00000171863,RPS7,RPS7,ENSG00000171863,79.11076917,139.0000042,0.813138922,2.50E-06
ENSG00000171940,ZNF217,ZNF217,ENSG00000171940,78.11827848,129.5172958,0.729412707,0.000307075
ENSG00000172009,THOP1,THOP1,ENSG00000172009,23.1495385,52.94165279,1.193419803,0.000451778
ENSG00000172037,LAMB2,LAMB2,ENSG00000172037,32.61730584,78.84740766,1.273425701,2.82E-08
ENSG00000172115,CYCS,CYCS,ENSG00000172115,59.91172207,100.5022706,0.746317889,0.004911213
ENSG00000172172,MRPL13,MRPL13,ENSG00000172172,33.88238692,88.08320994,1.378331533,1.61E-11
ENSG00000172270,BSG,BSG,ENSG00000172270,113.4358843,322.6318158,1.50801162,0
ENSG00000172380,GNG12,GNG12,ENSG00000172380,24.62228982,55.48218958,1.172059788,0.000245799
ENSG00000172500,FIBP,FIBP,ENSG00000172500,33.14426543,72.18060859,1.122852028,9.53E-06
ENSG00000172531,PPP1CA,PPP1CA,ENSG00000172531,87.81540967,173.7470057,0.984442087,2.01E-12
ENSG00000172551,MUCL1,MUCL1,ENSG00000172551,101.1255589,319.9147168,1.661539685,0
ENSG00000172602,RND1,RND1,ENSG00000172602,43.36136836,104.12014,1.263766967,1.07E-11
ENSG00000172725,CORO1B,CORO1B,ENSG00000172725,24.46901285,63.08356753,1.36630835,1.33E-07
ENSG00000172809,RPL38,RPL38,ENSG00000172809,321.4409191,410.9647451,0.354461042,0.005512961
ENSG00000172818,OVOL1,OVOL1,ENSG00000172818,29.54658625,72.83960219,1.301731589,7.30E-08
ENSG00000172893,DHCR7,DHCR7,ENSG00000172893,29.41996312,79.41611572,1.432636361,6.83E-11
ENSG00000173113,TRMT112,TRMT112,ENSG00000173113,53.34706347,117.6878278,1.14148435,9.90E-11
ENSG00000173166,RAPH1,RAPH1,ENSG00000173166,21.47844958,50.16518886,1.223796725,0.000263619
ENSG00000173402,DAG1,DAG1,ENSG00000173402,44.227797,79.5032869,0.846061124,0.005112644
ENSG00000173418,NAA20,NAA20,ENSG00000173418,29.53370176,63.46442317,1.103585878,0.000161865
ENSG00000173456,RNF26,RNF26,ENSG00000173456,20.72002028,49.73362192,1.263196086,0.000219
ENSG00000173467,AGR3,AGR3,ENSG00000173467,57.52578018,134.5967343,1.226362857,0
ENSG00000173473,SMARCC1,SMARCC1,ENSG00000173473,38.41192007,71.77191575,0.901865349,0.005128398
ENSG00000173692,PSMD1,PSMD1,ENSG00000173692,63.01305353,110.5930476,0.811538067,0.000180644
ENSG00000173726,TOMM20,TOMM20,ENSG00000173726,58.42763173,125.6817037,1.105051924,7.76E-11
ENSG00000173812,EIF1,EIF1,ENSG00000173812,464.6712615,575.2245966,0.307914945,0.00207418
ENSG00000173821,RNF213,RNF213,ENSG00000173821,81.55028771,134.3549508,0.720287612,0.000232151
ENSG00000173848,NET1,NET1,ENSG00000173848,65.39627867,123.3363702,0.915317846,4.43E-07
ENSG00000173933,RBM4,RBM4,ENSG00000173933,36.65837348,88.71916982,1.27510309,1.20E-09
ENSG00000174021,GNG5,GNG5,ENSG00000174021,78.73430699,132.271052,0.748433052,9.57E-05
ENSG00000174080,CTSF,CTSF,ENSG00000174080,26.31219718,69.57184098,1.402771772,7.65E-09
ENSG00000174231,PRPF8,PRPF8,ENSG00000174231,38.2761229,75.79206084,0.985602033,0.00029996
ENSG00000174243,DDX23,DDX23,ENSG00000174243,33.23894013,65.11554618,0.970127644,0.002133366
ENSG00000174444,RPL4,RPL4,ENSG00000174444,268.5395098,387.5223814,0.529145271,2.85E-08
ENSG00000174780,SRP72,SRP72,ENSG00000174780,48.17075547,91.10393371,0.919355798,7.81E-05
ENSG00000174851,YIF1A,YIF1A,ENSG00000174851,31.95371873,65.05870801,1.025758333,0.000551372
ENSG00000174886,NDUFA11,NDUFA11,ENSG00000174886,82.25562888,152.4478116,0.890129127,1.26E-08
ENSG00000175063,UBE2C,UBE2C,ENSG00000175063,46.97138585,128.185984,1.44838446,0
ENSG00000175130,MARCKSL1,MARCKSL1,ENSG00000175130,67.30207851,109.0896786,0.696791643,0.006749012
ENSG00000175166,PSMD2,PSMD2,ENSG00000175166,118.589967,252.3005242,1.089161244,0
ENSG00000175220,ARHGAP1,ARHGAP1,ENSG00000175220,38.53110671,74.52318732,0.951665755,0.000773896
ENSG00000175274,TP53I11,TP53I11,ENSG00000175274,46.96892996,149.765323,1.672924986,0
ENSG00000175305,CCNE2,CCNE2,ENSG00000175305,23.75734232,59.61613474,1.327329386,2.00E-06
ENSG00000175315,CST6,CST6,ENSG00000175315,20.47791354,47.60834522,1.217145755,0.00092278
ENSG00000175334,BANF1,BANF1,ENSG00000175334,43.9348359,95.29635345,1.117055705,4.69E-08
ENSG00000175390,EIF3F,EIF3F,ENSG00000175390,35.09827559,72.65812543,1.049723994,9.27E-05
ENSG00000175482,POLD4,POLD4,ENSG00000175482,28.45190089,64.19389684,1.173911098,1.84E-05
ENSG00000175567,UCP2,UCP2,ENSG00000175567,147.4352311,287.7432526,0.964700787,0
ENSG00000175582,RAB6A,RAB6A,ENSG00000175582,64.37031443,108.590533,0.754430913,0.001534319
ENSG00000175592,FOSL1,FOSL1,ENSG00000175592,28.08814068,61.37680115,1.12773233,0.000139314
ENSG00000175768,TOMM5,TOMM5,ENSG00000175768,24.00844924,55.89129537,1.219081393,0.000108473
ENSG00000175792,RUVBL1,RUVBL1,ENSG00000175792,22.99476572,56.21543997,1.289660932,1.03E-05
ENSG00000175866,BAIAP2,BAIAP2,ENSG00000175866,42.12060469,114.7069289,1.445354487,0
ENSG00000175895,PLEKHF2,PLEKHF2,ENSG00000175895,88.03502311,138.7715114,0.656561933,0.001960952
ENSG00000176046,NUPR1,NUPR1,ENSG00000176046,57.04559101,138.3706216,1.278350375,0
ENSG00000176087,SLC35A4,SLC35A4,ENSG00000176087,33.70135359,64.06106,0.926641133,0.006731908
ENSG00000176340,COX8A,COX8A,ENSG00000176340,129.6044182,295.1661432,1.187412347,0
ENSG00000176393,RNPEP,RNPEP,ENSG00000176393,39.070273,106.2618829,1.44348094,0
ENSG00000176890,TYMS,TYMS,ENSG00000176890,39.31911555,106.5720352,1.438526145,0
ENSG00000177106,EPS8L2,EPS8L2,ENSG00000177106,26.53593666,56.14806851,1.081288921,0.001166781
ENSG00000177239,MAN1B1,MAN1B1,ENSG00000177239,35.34411991,66.23485928,0.906120486,0.008263246
ENSG00000177383,MAGEF1,MAGEF1,ENSG00000177383,24.56409657,63.79467853,1.376884906,1.55E-07
ENSG00000177426,TGIF1,TGIF1,ENSG00000177426,38.51883908,82.04314813,1.090818629,2.13E-06
ENSG00000177606,JUN,JUN,ENSG00000177606,169.9427908,407.402442,1.261405466,0
ENSG00000177646,ACAD9,ACAD9,ENSG00000177646,27.06147996,63.93511399,1.240367755,6.68E-06
ENSG00000177700,POLR2L,POLR2L,ENSG00000177700,90.40362584,149.9751243,0.730270686,3.79E-05
ENSG00000177889,UBE2N,UBE2N,ENSG00000177889,31.09651575,72.13327088,1.213911903,6.70E-07
ENSG00000177954,RPS27,RPS27,ENSG00000177954,87.80269481,162.6755854,0.889660621,2.92E-09
ENSG00000177971,IMP3,IMP3,ENSG00000177971,28.67775539,58.65372613,1.032290653,0.002852157
ENSG00000178035,IMPDH2,IMPDH2,ENSG00000178035,31.19175549,75.09622938,1.26757572,5.34E-08
ENSG00000178127,NDUFV2,NDUFV2,ENSG00000178127,35.40736591,70.08527492,0.985061842,0.000558747
ENSG00000178149,DALRD3,DALRD3,ENSG00000178149,28.46560038,61.61835937,1.114140741,0.00022082
ENSG00000178252,WDR6,WDR6,ENSG00000178252,38.55162804,76.74769561,0.993331647,0.000195608
ENSG00000178372,CALML5,CALML5,ENSG00000178372,160.2520093,380.1849705,1.246359054,0
ENSG00000178449,COX14,COX14,ENSG00000178449,42.27221144,80.56133812,0.930378059,0.000475848
ENSG00000178741,COX5A,COX5A,ENSG00000178741,97.34857676,246.8022792,1.342123926,0
ENSG00000178982,EIF3K,EIF3K,ENSG00000178982,93.41879086,161.3811112,0.788687052,4.93E-07
ENSG00000179010,MRFAP1,MRFAP1,ENSG00000179010,84.69074312,182.4844757,1.107497543,0
ENSG00000179091,CYC1,CYC1,ENSG00000179091,80.24887659,241.1911812,1.587624057,0
ENSG00000179115,FARSA,FARSA,ENSG00000179115,23.58409946,51.78886137,1.134827326,0.001810875
ENSG00000179218,CALR,CALR,ENSG00000179218,109.1396454,241.4560636,1.145585432,0
ENSG00000179271,GADD45GIP1,GADD45GIP1,ENSG00000179271,58.61665966,144.347341,1.30016187,0
ENSG00000179593,ALOX15B,ALOX15B,ENSG00000179593,23.46214016,51.50911974,1.134493267,0.001556153
ENSG00000179604,CDC42EP4,CDC42EP4,ENSG00000179604,22.22199897,53.51373233,1.267920554,5.17E-05
ENSG00000179632,MAF1,MAF1,ENSG00000179632,55.90152689,103.4272962,0.887657392,3.52E-05
ENSG00000179820,MYADM,MYADM,ENSG00000179820,62.29545734,128.9496896,1.049609432,6.20E-10
ENSG00000179918,SEPHS2,SEPHS2,ENSG00000179918,43.37272031,96.56919347,1.154775098,1.05E-08
ENSG00000179958,DCTPP1,DCTPP1,ENSG00000179958,32.62316018,75.83237636,1.216917392,3.98E-07
ENSG00000180185,FAHD1,FAHD1,ENSG00000180185,38.22363045,120.8549304,1.660739614,0
ENSG00000180304,OAZ2,OAZ2,ENSG00000180304,33.8814862,64.34759777,0.925389131,0.007992611
ENSG00000180817,PPA1,PPA1,ENSG00000180817,49.22705798,128.269735,1.381657384,0
ENSG00000180992,MRPL14,MRPL14,ENSG00000180992,51.5526604,129.84942,1.332720784,0
ENSG00000181019,NQO1,NQO1,ENSG00000181019,67.38264479,209.2777698,1.634970111,0
ENSG00000181026,AEN,AEN,ENSG00000181026,22.63657059,51.47495275,1.185215192,0.000537246
ENSG00000181029,TRAPPC5,TRAPPC5,ENSG00000181029,21.91202685,47.22317254,1.107772029,0.00595243
ENSG00000181163,NPM1,NPM1,ENSG00000181163,75.40978347,188.8747384,1.324606145,0
ENSG00000181192,DHTKD1,DHTKD1,ENSG00000181192,28.98954647,59.90343646,1.047106005,0.001900422
ENSG00000181222,POLR2A,POLR2A,ENSG00000181222,51.03218154,94.99370721,0.89642463,0.000148428
ENSG00000181523,SGSH,SGSH,ENSG00000181523,19.20899189,43.41975225,1.176569688,0.005297929
ENSG00000181610,MRPS23,MRPS23,ENSG00000181610,21.66765188,46.18794676,1.091973597,0.00989772
ENSG00000181649,PHLDA2,PHLDA2,ENSG00000181649,57.41670051,149.128813,1.377016693,0
ENSG00000181789,COPG1,COPG1,ENSG00000181789,45.89998205,131.652691,1.520171516,0
ENSG00000181885,CLDN7,CLDN7,ENSG00000181885,74.57835066,253.7556287,1.766611027,0
ENSG00000181991,MRPS11,MRPS11,ENSG00000181991,28.93158373,73.28963288,1.340963838,1.11E-08
ENSG00000182004,SNRPE,SNRPE,ENSG00000182004,58.5753468,127.0399737,1.116917024,1.87E-11
ENSG00000182054,IDH2,IDH2,ENSG00000182054,107.6148276,313.6817613,1.543424775,0
ENSG00000182154,MRPL41,MRPL41,ENSG00000182154,42.50586657,83.39408953,0.972283165,7.68E-05
ENSG00000182180,MRPS16,MRPS16,ENSG00000182180,40.03785553,79.14093368,0.983059382,0.000106083
ENSG00000182196,ARL6IP4,ARL6IP4,ENSG00000182196,25.22413915,64.20271072,1.347829177,1.71E-07
ENSG00000182199,SHMT2,SHMT2,ENSG00000182199,33.04461067,76.70392966,1.214885493,2.98E-07
ENSG00000182220,ATP6AP2,ATP6AP2,ENSG00000182220,68.66561118,127.430616,0.892052276,6.31E-07
ENSG00000182473,EXOC7,EXOC7,ENSG00000182473,37.35173026,75.43114793,1.013985306,0.000115288
ENSG00000182544,MFSD5,MFSD5,ENSG00000182544,21.61974485,46.04437584,1.09067545,0.009341398
ENSG00000182628,SKA2,SKA2,ENSG00000182628,55.15829684,174.6887949,1.663137256,0
ENSG00000182670,TTC3,TTC3,ENSG00000182670,76.21768719,179.3540455,1.234612551,0
ENSG00000182718,ANXA2,ANXA2,ENSG00000182718,176.9107061,546.8088165,1.628015146,0
ENSG00000182768,NGRN,NGRN,ENSG00000182768,47.11594281,161.6170841,1.778292491,0
ENSG00000182827,ACBD3,ACBD3,ENSG00000182827,51.79468783,99.99367755,0.949032739,1.13E-05
ENSG00000182899,RPL35A,RPL35A,ENSG00000182899,398.8922238,527.156385,0.402232013,2.44E-06
ENSG00000183010,PYCR1,PYCR1,ENSG00000183010,28.88987233,70.73155792,1.29179021,1.72E-07
ENSG00000183207,RUVBL2,RUVBL2,ENSG00000183207,32.57932357,77.55327937,1.251231137,6.52E-08
ENSG00000184203,PPP1R2,PPP1R2,ENSG00000184203,34.1956205,65.10032322,0.928853138,0.005480012
ENSG00000184254,ALDH1A3,ALDH1A3,ENSG00000184254,17.71974736,40.57903307,1.195376454,0.009544857
ENSG00000184292,TACSTD2,TACSTD2,ENSG00000184292,159.6783575,480.7853064,1.590224019,0
ENSG00000184330,S100A7A,S100A7A,ENSG00000184330,20.4374881,52.90712722,1.372244193,8.50E-06
ENSG00000184363,PKP3,PKP3,ENSG00000184363,27.47764291,69.2429474,1.333408884,5.09E-08
ENSG00000184432,COPB2,COPB2,ENSG00000184432,55.08159626,145.5652854,1.402024066,0
ENSG00000184575,XPOT,XPOT,ENSG00000184575,23.65210135,51.81660873,1.131446234,0.001969416
ENSG00000184709,LRRC26,LRRC26,ENSG00000184709,36.78581017,86.35644216,1.231154441,8.44E-09
ENSG00000184752,NDUFA12,NDUFA12,ENSG00000184752,35.82749159,86.48318709,1.271352652,2.17E-09
ENSG00000184840,TMED9,TMED9,ENSG00000184840,93.41574276,221.8219241,1.247664359,0
ENSG00000184990,SIVA1,SIVA1,ENSG00000184990,65.69020857,179.0391154,1.446524562,0
ENSG00000185043,CIB1,CIB1,ENSG00000185043,78.17816511,198.3369158,1.343115598,0
ENSG00000185359,HGS,HGS,ENSG00000185359,42.34945205,91.62891038,1.11345956,1.67E-07
ENSG00000185442,FAM174B,FAM174B,ENSG00000185442,21.94853176,53.3400523,1.281094805,3.45E-05
ENSG00000185499,MUC1,MUC1,ENSG00000185499,139.4801829,369.8561621,1.406904152,0
ENSG00000185624,P4HB,P4HB,ENSG00000185624,167.4778951,479.3851765,1.517214608,0
ENSG00000185650,ZFP36L1,ZFP36L1,ENSG00000185650,289.7618664,499.1036204,0.784471625,0
ENSG00000185885,IFITM1,IFITM1,ENSG00000185885,44.98178906,141.4849675,1.65323583,0
ENSG00000186010,NDUFA13,NDUFA13,ENSG00000186010,111.2696283,176.0532052,0.661951638,3.46E-05
ENSG00000186160,CYP4Z1,CYP4Z1,ENSG00000186160,33.58718777,74.01878083,1.139980368,3.24E-06
ENSG00000186283,TOR3A,TOR3A,ENSG00000186283,27.77536165,56.27868518,1.018782928,0.004735662
ENSG00000186298,PPP1CC,PPP1CC,ENSG00000186298,60.85471957,105.7865784,0.797715538,0.000609818
ENSG00000186395,KRT10,KRT10,ENSG00000186395,35.6214574,76.53252626,1.103326479,7.77E-06
ENSG00000186468,RPS23,RPS23,ENSG00000186468,247.6349194,387.0765665,0.644404204,6.69E-13
ENSG00000187079,TEAD1,TEAD1,ENSG00000187079,18.62544779,44.10249696,1.243585228,0.000975895
ENSG00000187608,ISG15,ISG15,ENSG00000187608,89.5281796,177.4259551,0.986803315,6.69E-13
ENSG00000187778,MCRS1,MCRS1,ENSG00000187778,24.28283939,54.46457179,1.165380963,0.000366799
ENSG00000187840,EIF4EBP1,EIF4EBP1,ENSG00000187840,32.70860436,66.94239292,1.03324992,0.000595364
ENSG00000188163,FAM166A,FAM166A,ENSG00000188163,21.61830144,51.61367856,1.255500283,0.000131585
ENSG00000188229,TUBB4B,TUBB4B,ENSG00000188229,179.8462426,409.7620322,1.188022294,0
ENSG00000188257,PLA2G2A,PLA2G2A,ENSG00000188257,18.08605933,41.63488397,1.202914702,0.006580979
ENSG00000188643,S100A16,S100A16,ENSG00000188643,92.64850142,315.9983197,1.770077341,0
ENSG00000188846,RPL14,RPL14,ENSG00000188846,101.6383615,166.9673909,0.716121346,1.09E-05
ENSG00000188938,FAM120AOS,FAM120AOS,ENSG00000188938,30.32921638,66.52596869,1.133209389,3.83E-05
ENSG00000189043,NDUFA4,NDUFA4,ENSG00000189043,162.6659781,244.3871702,0.587256009,6.71E-06
ENSG00000189057,FAM111B,FAM111B,ENSG00000189057,18.70835704,44.02217549,1.234547575,0.001100169
ENSG00000189058,APOD,APOD,ENSG00000189058,60.98371041,164.0187966,1.427365322,0
ENSG00000189067,LITAF,LITAF,ENSG00000189067,99.5391286,250.2736616,1.33017081,0
ENSG00000189171,S100A13,S100A13,ENSG00000189171,48.37031743,121.5020348,1.328786565,0
ENSG00000189334,S100A14,S100A14,ENSG00000189334,71.55999737,215.5626509,1.590881994,0
ENSG00000196074,SYCP2,SYCP2,ENSG00000196074,26.40896311,67.46555784,1.353123515,6.34E-08
ENSG00000196136,SERPINA3,SERPINA3,ENSG00000196136,26.08463779,67.3847351,1.36922141,3.76E-08
ENSG00000196141,SPATS2L,SPATS2L,ENSG00000196141,23.19485442,52.47903569,1.177936419,0.00047959
ENSG00000196262,PPIA,PPIA,ENSG00000196262,181.7756319,338.9401129,0.898871576,0
ENSG00000196352,CD55,CD55,ENSG00000196352,81.55349508,129.0583938,0.662205364,0.002836643
ENSG00000196363,WDR5,WDR5,ENSG00000196363,20.05342905,44.15998316,1.138890669,0.006841143
ENSG00000196419,XRCC6,XRCC6,ENSG00000196419,69.18258991,136.2638723,0.977922182,2.58E-09
ENSG00000196531,NACA,NACA,ENSG00000196531,191.7825515,391.1098321,1.028102335,0
ENSG00000196576,PLXNB2,PLXNB2,ENSG00000196576,60.07607771,133.0768894,1.14739752,1.34E-12
ENSG00000196586,MYO6,MYO6,ENSG00000196586,77.60030459,192.7894014,1.312891521,0
ENSG00000196743,GM2A,GM2A,ENSG00000196743,25.3637225,52.18866123,1.040969896,0.006709971
ENSG00000196754,S100A2,S100A2,ENSG00000196754,21.05668581,54.09931368,1.361331908,3.31E-06
ENSG00000196781,TLE1,TLE1,ENSG00000196781,29.51678423,64.15603076,1.120049335,7.12E-05
ENSG00000196935,SRGAP1,SRGAP1,ENSG00000196935,23.32220572,52.2980034,1.16505163,0.000566656
ENSG00000196975,ANXA4,ANXA4,ENSG00000196975,30.51510194,62.08459264,1.024711873,0.001073048
ENSG00000197006,METTL9,METTL9,ENSG00000197006,41.68026178,80.15368948,0.94340459,0.000270591
ENSG00000197070,ARRDC1,ARRDC1,ENSG00000197070,43.15083436,100.4203672,1.218591545,2.72E-10
ENSG00000197102,DYNC1H1,DYNC1H1,ENSG00000197102,61.54916191,158.8718498,1.368052401,0
ENSG00000197119,SLC25A29,SLC25A29,ENSG00000197119,39.68083422,80.09911122,1.013343878,3.56E-05
ENSG00000197170,PSMD12,PSMD12,ENSG00000197170,31.02389457,62.81013333,1.017617526,0.001855366
ENSG00000197226,TBC1D9B,TBC1D9B,ENSG00000197226,42.22124337,76.83887296,0.863867293,0.006007579
ENSG00000197324,LRP10,LRP10,ENSG00000197324,69.80529176,127.0879826,0.864419303,1.69E-06
ENSG00000197451,HNRNPAB,HNRNPAB,ENSG00000197451,47.71435541,98.78613202,1.049885142,3.56E-07
ENSG00000197496,SLC2A10,SLC2A10,ENSG00000197496,19.54841556,44.27345345,1.179390233,0.003531963
ENSG00000197586,ENTPD6,ENTPD6,ENSG00000197586,41.15038245,78.37817148,0.929546077,0.00063134
ENSG00000197694,SPTAN1,SPTAN1,ENSG00000197694,31.36737358,80.45032531,1.358833519,6.54E-10
ENSG00000197747,S100A10,S100A10,ENSG00000197747,162.4728571,457.6809892,1.494143647,0
ENSG00000197756,RPL37A,RPL37A,ENSG00000197756,467.8043681,746.6242143,0.674476966,0
ENSG00000197956,S100A6,S100A6,ENSG00000197956,330.3448915,834.7886884,1.337438017,0
ENSG00000197958,RPL12,RPL12,ENSG00000197958,184.9847109,279.233663,0.59406684,2.97E-07
ENSG00000197965,MPZL1,MPZL1,ENSG00000197965,32.62916406,86.96320623,1.414243105,1.47E-11
ENSG00000198015,MRPL42,MRPL42,ENSG00000198015,22.34238456,48.9605346,1.131836141,0.004487578
ENSG00000198034,RPS4X,RPS4X,ENSG00000198034,436.0152061,967.4637402,1.149829141,0
ENSG00000198131,ZNF544,ZNF544,ENSG00000198131,20.35345593,48.41116561,1.250066052,0.00031833
ENSG00000198171,DDRGK1,DDRGK1,ENSG00000198171,33.73632832,66.02758585,0.968765931,0.001741394
ENSG00000198176,TFDP1,TFDP1,ENSG00000198176,26.55626208,56.3883221,1.086344319,0.001195044
ENSG00000198380,GFPT1,GFPT1,ENSG00000198380,35.37693571,69.1168784,0.966228971,0.00110088
ENSG00000198561,CTNND1,CTNND1,ENSG00000198561,42.81143104,113.3994127,1.405345203,0
ENSG00000198700,IPO9,IPO9,ENSG00000198700,39.34439613,103.5181266,1.395653343,0
ENSG00000198755,RPL10A,RPL10A,ENSG00000198755,210.5465568,390.8044205,0.892307504,0
ENSG00000198792,TMEM184B,TMEM184B,ENSG00000198792,23.90057801,52.63661953,1.139021329,0.001185502
ENSG00000198830,HMGN2,HMGN2,ENSG00000198830,49.40965965,89.18474284,0.852003806,0.000843753
ENSG00000198836,OPA1,OPA1,ENSG00000198836,30.90166731,68.04404933,1.138784318,1.53E-05
ENSG00000198860,TSEN15,TSEN15,ENSG00000198860,19.79302514,46.1070667,1.219995756,0.000859252
ENSG00000198901,PRC1,PRC1,ENSG00000198901,40.25373888,121.0887735,1.588870419,0
ENSG00000198919,DZIP3,DZIP3,ENSG00000198919,76.611786,289.0728393,1.915794803,0
ENSG00000198931,APRT,APRT,ENSG00000198931,52.94383761,91.47011332,0.788837667,0.004375719
ENSG00000198952,SMG5,SMG5,ENSG00000198952,32.16636666,68.98701886,1.100771932,7.09E-05
ENSG00000198959,TGM2,TGM2,ENSG00000198959,26.88658654,70.8685653,1.398259237,7.43E-09
ENSG00000204219,TCEA3,TCEA3,ENSG00000204219,33.94322249,81.11164328,1.256785485,1.28E-08
ENSG00000204634,TBC1D8,TBC1D8,ENSG00000204634,22.12215366,48.60902401,1.135732324,0.003416445
ENSG00000205155,PSENEN,PSENEN,ENSG00000205155,38.0960394,75.16834717,0.980484264,0.000249854
ENSG00000205426,KRT81,KRT81,ENSG00000205426,26.70650544,57.41996135,1.104361149,0.000647241
ENSG00000205730,ITPRIPL2,ITPRIPL2,ENSG00000205730,39.38154992,79.78756254,1.018643982,5.37E-05
ENSG00000205937,RNPS1,RNPS1,ENSG00000205937,44.7981863,81.9462501,0.871237608,0.002403375
ENSG00000205981,DNAJC19,DNAJC19,ENSG00000205981,21.49163769,47.51980601,1.144753525,0.003524337
ENSG00000211460,TSN,TSN,ENSG00000211460,33.7484163,77.74957252,1.20401494,3.25E-07
ENSG00000213024,NUP62,NUP62,ENSG00000213024,34.91257896,73.57279282,1.075425426,3.52E-05
ENSG00000213347,MXD3,MXD3,ENSG00000213347,29.75068617,67.05503441,1.172422709,8.02E-06
ENSG00000213585,VDAC1,VDAC1,ENSG00000213585,64.10772435,189.7739225,1.565711658,0
ENSG00000213593,TMX2,TMX2,ENSG00000213593,32.58738982,77.41688227,1.248334409,6.59E-08
ENSG00000213614,HEXA,HEXA,ENSG00000213614,34.24933231,77.12054707,1.171039422,6.28E-07
ENSG00000213619,NDUFS3,NDUFS3,ENSG00000213619,27.9405225,67.60545694,1.274780702,6.57E-07
ENSG00000213639,PPP1CB,PPP1CB,ENSG00000213639,60.23275738,118.246001,0.973171183,9.40E-08
ENSG00000213759,UGT2B11,UGT2B11,ENSG00000213759,39.80735726,89.29772,1.165588244,3.66E-08
ENSG00000213853,EMP2,EMP2,ENSG00000213853,66.25109705,200.8357281,1.599999694,0
ENSG00000213931,HBE1,HBE1,ENSG00000213931,26.73695996,75.56836959,1.498947059,3.48E-11
ENSG00000213983,AP1G2,AP1G2,ENSG00000213983,30.4574619,60.30338915,0.985443363,0.004362294
ENSG00000214160,ALG3,ALG3,ENSG00000214160,28.43323655,74.90945827,1.397569559,1.88E-09
ENSG00000214517,PPME1,PPME1,ENSG00000214517,24.19980614,65.73831865,1.441739068,1.14E-08
ENSG00000214530,STARD10,STARD10,ENSG00000214530,37.20417758,89.9593931,1.2738093,1.07E-09
ENSG00000215845,TSTD1,TSTD1,ENSG00000215845,76.32326518,203.4854542,1.414730872,0
ENSG00000219200,RNASEK,RNASEK,ENSG00000219200,39.67657031,77.15431665,0.959459553,0.000300453
ENSG00000225921,NOL7,NOL7,ENSG00000225921,33.05073878,66.92405847,1.017842417,0.000857083
ENSG00000229117,RPL41,RPL41,ENSG00000229117,267.2913751,489.8817543,0.874020273,0
